date,wai_qoq,wai_qoq_lo,wai_qoq_hi,wai_yoy,wai_index,gdp_qoq,gdp_yoy,gdp_index
2014-04-14,0.6211,-0.4698,1.712,0.5143,90.5599,,,
2014-04-21,0.6183,-0.4891,1.7257,0.5071,90.5716,,,
2014-04-28,0.9185,-0.1714,2.0084,0.5357,90.5888,,,
2014-05-07,0.9846,-0.1401,2.1094,0.5597,90.6073,,,
2014-05-14,1.2885,0.1659,2.4111,0.5825,90.6315,,,
2014-05-21,1.1364,-0.0018,2.2746,0.5983,90.6528,,,
2014-05-28,0.7746,-0.3552,1.9044,0.6142,90.6674,,,
2014-06-07,1.2873,0.1902,2.3843,0.6385,90.6916,,,
2014-06-14,0.446,-0.6839,1.576,0.6469,90.7,,,
2014-06-21,0.8875,-0.1943,1.9693,0.6776,90.7167,,,
2014-06-28,0.9158,-0.2044,2.036,0.6836,90.7339,0.269,0.8766,90.8355
2014-07-07,-0.5646,-1.6991,0.5699,0.6785,90.7232,,,
2014-07-14,-0.6134,-1.7071,0.4802,0.6785,90.7116,,,
2014-07-21,0.3414,-0.7379,1.4206,0.6823,90.718,,,
2014-07-28,-0.7205,-1.8178,0.3769,0.683,90.7043,,,
2014-08-07,0.3561,-0.7617,1.4739,0.6953,90.7111,,,
2014-08-14,1.2378,0.1348,2.3408,0.7286,90.7343,,,
2014-08-21,1.828,0.6999,2.9561,0.7768,90.7686,,,
2014-08-28,1.6294,0.5265,2.7323,0.8414,90.7991,,,
2014-09-07,1.2043,0.089,2.3196,0.8999,90.8218,,,
2014-09-14,0.3159,-0.7676,1.3995,0.9291,90.8278,,,
2014-09-21,0.4067,-0.7341,1.5475,0.9607,90.8354,,,
2014-09-28,0.4076,-0.6704,1.4857,0.9742,90.8431,0.8313,0.7845,90.8966
2014-10-07,1.5902,0.4843,2.6961,1.0107,90.873,,,
2014-10-14,1.6607,0.5669,2.7545,1.0482,90.9042,,,
2014-10-21,1.2893,0.1547,2.4238,1.0786,90.9285,,,
2014-10-28,1.8349,0.7291,2.9406,1.115,90.9629,,,
2014-11-07,2.1961,1.0582,3.3339,1.1444,91.0041,,,
2014-11-14,1.7728,0.6771,2.8685,1.1582,91.0374,,,
2014-11-21,1.9621,0.8544,3.0699,1.1708,91.0743,,,
2014-11-28,1.5231,0.3976,2.6486,1.1618,91.103,,,
2014-12-07,1.1375,0.0136,2.2613,1.1569,91.1245,,,
2014-12-14,0.7135,-0.3915,1.8186,1.1489,91.138,,,
2014-12-21,0.643,-0.4461,1.7321,1.1221,91.1501,,,
2014-12-28,0.2641,-0.8271,1.3554,1.1001,91.1552,0.6266,0.9214,91.0849
2015-01-07,0.9683,-0.1674,2.104,1.0892,91.1735,,,
2015-01-14,1.453,0.351,2.555,1.0903,91.2009,,,
2015-01-21,1.4315,0.3046,2.5584,1.0727,91.2279,,,
2015-01-28,2.3822,1.2487,3.5158,1.0649,91.2727,,,
2015-02-07,2.5483,1.4714,3.6252,1.0676,91.3205,,,
2015-02-14,2.796,1.6932,3.8989,1.0771,91.373,,,
2015-02-21,2.4059,1.2937,3.5181,1.1209,91.4183,,,
2015-02-28,3.0897,1.9789,4.2006,1.1801,91.4763,,,
2015-03-07,2.942,1.8198,4.0642,1.2286,91.5316,,,
2015-03-14,2.5017,1.4136,3.5899,1.2413,91.5787,,,
2015-03-21,2.8927,1.7622,4.0232,1.2668,91.6332,,,
2015-03-28,2.2878,1.1642,3.4115,1.2779,91.6764,1.5465,0.7411,91.2272
2015-04-07,1.6487,0.5387,2.7586,1.2804,91.7076,,,
2015-04-14,2.4506,1.3663,3.5349,1.3184,91.7539,,,
2015-04-21,2.9321,1.849,4.0152,1.3664,91.8092,,,
2015-04-28,3.3572,2.2782,4.4363,1.4169,91.8724,,,
2015-05-07,3.5082,2.4023,4.6142,1.4691,91.9384,,,
2015-05-14,3.3759,2.2924,4.4594,1.5123,92.0021,,,
2015-05-21,2.6375,1.4969,3.778,1.5434,92.052,,,
2015-05-28,2.264,1.1899,3.338,1.5745,92.0949,,,
2015-06-07,2.121,1.0365,3.2054,1.5918,92.1352,,,
2015-06-14,2.6705,1.5396,3.8014,1.6382,92.1858,,,
2015-06-21,2.4939,1.4091,3.5786,1.6717,92.2332,,,
2015-06-28,2.8276,1.7319,3.9233,1.7115,92.2868,2.7142,0.8173,91.5779
2015-07-07,3.0622,1.9643,4.16,1.7874,92.3448,,,
2015-07-14,2.7348,1.6287,3.841,1.8577,92.3967,,,
2015-07-21,1.9295,0.8553,3.0036,1.8911,92.4335,,,
2015-07-28,1.9096,0.7773,3.0419,1.9466,92.47,,,
2015-08-07,1.7895,0.7088,2.8701,1.9767,92.5042,,,
2015-08-14,1.013,-0.1151,2.1412,1.972,92.5236,,,
2015-08-21,1.061,-0.0156,2.1375,1.9559,92.5439,,,
2015-08-28,2.0001,0.9186,3.0816,1.9637,92.5821,,,
2015-09-07,1.6741,0.54,2.8082,1.9735,92.6142,,,
2015-09-14,1.4339,0.3202,2.5476,1.997,92.6416,,,
2015-09-21,2.5672,1.4354,3.699,2.0423,92.6906,,,
2015-09-28,2.5846,1.4546,3.7146,2.0879,92.7399,1.7406,1.4264,92.1931
2015-10-07,1.6485,0.5657,2.7313,2.0892,92.7715,,,
2015-10-14,1.1072,0.0097,2.2047,2.0775,92.7928,,,
2015-10-21,2.5164,1.3947,3.638,2.1032,92.8409,,,
2015-10-28,3.1276,2.0295,4.2257,2.13,92.9005,,,
2015-11-07,2.903,1.804,4.0019,2.1447,92.9559,,,
2015-11-14,1.7361,0.6622,2.8099,2.1439,92.9892,,,
2015-11-21,0.8162,-0.2945,1.927,2.1199,93.005,,,
2015-11-28,0.3574,-0.7259,1.4407,2.0953,93.0119,,,
2015-12-07,-0.0548,-1.1933,1.0838,2.0701,93.0108,,,
2015-12-14,0.2068,-0.8844,1.298,2.0593,93.0148,,,
2015-12-21,1.2558,0.1806,2.3311,2.0723,93.039,,,
2015-12-28,1.2,0.06,2.34,2.092,93.0621,0.7828,1.6543,92.5917
2016-01-07,0.9742,-0.1265,2.075,2.0921,93.0809,,,
2016-01-14,0.5668,-0.5303,1.6638,2.0735,93.0919,,,
2016-01-21,0.2115,-0.9065,1.3295,2.0477,93.096,,,
2016-01-28,0.3639,-0.7596,1.4874,2.0054,93.103,,,
2016-02-07,0.0215,-1.0537,1.0967,1.9524,93.1035,,,
2016-02-14,1.3865,0.2783,2.4946,1.9231,93.1302,,,
2016-02-21,1.3973,0.2864,2.5081,1.902,93.1571,,,
2016-02-28,2.098,0.9632,3.2327,1.8815,93.1974,,,
2016-03-07,1.7735,0.6429,2.9041,1.8573,93.2316,,,
2016-03-14,1.9069,0.8138,2.9999,1.8449,93.2683,,,
2016-03-21,1.4243,0.3206,2.528,1.8144,93.2958,,,
2016-03-28,1.1321,-0.0044,2.2686,1.7903,93.3176,0.5755,1.6937,92.7723
2016-04-07,1.0844,-0.0263,2.195,1.7785,93.3386,,,
2016-04-14,1.1891,0.0864,2.2918,1.7522,93.3616,,,
2016-04-21,1.4779,0.3683,2.5875,1.722,93.3902,,,
2016-04-28,1.7008,0.6248,2.7768,1.6878,93.423,,,
2016-05-07,2.2177,1.1026,3.3328,1.6612,93.4657,,,
2016-05-14,1.7742,0.677,2.8714,1.6281,93.4999,,,
2016-05-21,2.3773,1.2526,3.502,1.6227,93.5457,,,
2016-05-28,2.6152,1.4953,3.735,1.63,93.5961,,,
2016-06-07,1.6877,0.5831,2.7923,1.621,93.6287,,,
2016-06-14,1.0461,-0.0498,2.142,1.5872,93.649,,,
2016-06-21,2.0943,1.019,3.1696,1.579,93.6895,,,
2016-06-28,2.1966,1.1009,3.2924,1.5659,93.7319,2.856,1.4497,92.9055
2016-07-07,2.0072,0.8688,3.1456,1.5441,93.7707,,,
2016-07-14,2.1607,1.0681,3.2533,1.5323,93.8125,,,
2016-07-21,1.4199,0.3308,2.5091,1.5217,93.8401,,,
2016-07-28,1.3932,0.2803,2.5062,1.5109,93.8671,,,
2016-08-07,1.8975,0.802,2.9929,1.5132,93.9039,,,
2016-08-14,1.6369,0.5067,2.7671,1.5262,93.9357,,,
2016-08-21,1.3424,0.2459,2.4389,1.5321,93.9618,,,
2016-08-28,1.0388,-0.1033,2.1809,1.512,93.982,,,
2016-09-07,1.9975,0.8827,3.1124,1.5188,94.0208,,,
2016-09-14,2.267,1.1799,3.3541,1.5361,94.0647,,,
2016-09-21,1.3977,0.2922,2.5033,1.5118,94.0919,,,
2016-09-28,1.1321,0.0135,2.2506,1.4816,94.114,1.1704,1.4847,93.5619
2016-10-07,0.1801,-0.9392,1.2995,1.4509,94.1175,,,
2016-10-14,0.5193,-0.6006,1.6392,1.4386,94.1277,,,
2016-10-21,0.9227,-0.1735,2.0189,1.4054,94.1457,,,
2016-10-28,0.9629,-0.1269,2.0527,1.3606,94.1645,,,
2016-11-07,0.5291,-0.5812,1.6394,1.3113,94.1748,,,
2016-11-14,-0.1824,-1.2865,0.9217,1.2711,94.1712,,,
2016-11-21,-0.0947,-1.2109,1.0215,1.252,94.1694,,,
2016-11-28,-1.0083,-2.093,0.0764,1.2231,94.1495,,,
2016-12-07,0.0761,-1.0514,1.2037,1.2259,94.151,,,
2016-12-14,0.0353,-1.0694,1.14,1.2222,94.1517,,,
2016-12-21,-1.0882,-2.1823,0.0059,1.1729,94.1302,,,
2016-12-28,0.0332,-1.0797,1.1461,1.1484,94.1309,0.2113,1.3422,93.8344
2017-01-07,0.5744,-0.5421,1.6908,1.1401,94.1421,,,
2017-01-14,-0.6828,-1.7628,0.3972,1.1137,94.1287,,,
2017-01-21,-0.3499,-1.4704,0.7706,1.1019,94.1218,,,
2017-01-28,-0.4947,-1.5744,0.585,1.0838,94.1121,,,
2017-02-07,0.6896,-0.4181,1.7973,1.0978,94.1256,,,
2017-02-14,1.9772,0.8708,3.0835,1.1101,94.164,,,
2017-02-21,2.0702,0.9685,3.1718,1.124,94.2042,,,
2017-02-28,2.6135,1.4874,3.7396,1.1346,94.2549,,,
2017-03-07,3.3234,2.1901,4.4566,1.1665,94.3191,,,
2017-03-14,2.853,1.7296,3.9764,1.186,94.3744,,,
2017-03-21,2.9846,1.8681,4.101,1.2182,94.4323,,,
2017-03-28,2.6901,1.5716,3.8085,1.2504,94.4845,1.7109,1.1982,93.884
2017-04-07,2.2567,1.1829,3.3304,1.2748,94.5285,,,
2017-04-14,2.4387,1.3227,3.5546,1.3007,94.5759,,,
2017-04-21,2.2397,1.1355,3.3438,1.3165,94.6196,,,
2017-04-28,2.714,1.5815,3.8465,1.3374,94.6724,,,
2017-05-07,2.4096,1.3126,3.5067,1.3414,94.7194,,,
2017-05-14,1.814,0.706,2.922,1.3422,94.7549,,,
2017-05-21,2.1645,1.0501,3.2789,1.3378,94.7972,,,
2017-05-28,2.6595,1.5196,3.7994,1.3387,94.849,,,
2017-06-07,1.7499,0.6309,2.8688,1.34,94.8833,,,
2017-06-14,1.087,-0.0445,2.2186,1.3408,94.9047,,,
2017-06-21,1.3612,0.2418,2.4806,1.3256,94.9314,,,
2017-06-28,1.6052,0.5227,2.6878,1.3134,94.963,1.3087,1.4827,94.283
2017-07-07,1.4164,0.2895,2.5433,1.3011,94.9908,,,
2017-07-14,2.4045,1.3072,3.5018,1.3061,95.0378,,,
2017-07-21,1.4957,0.4124,2.5789,1.3077,95.0672,,,
2017-07-28,0.8475,-0.2891,1.9841,1.2963,95.084,,,
2017-08-07,0.9216,-0.1561,1.9993,1.276,95.1021,,,
2017-08-14,1.2905,0.2094,2.3715,1.2688,95.1275,,,
2017-08-21,0.8771,-0.2277,1.9818,1.2591,95.1449,,,
2017-08-28,1.7345,0.6266,2.8424,1.2736,95.1789,,,
2017-09-07,1.6974,0.5966,2.7983,1.2674,95.2123,,,
2017-09-14,1.2243,0.1472,2.3014,1.2457,95.2365,,,
2017-09-21,0.9118,-0.2152,2.0389,1.2356,95.2545,,,
2017-09-28,0.7149,-0.426,1.8558,1.2269,95.2686,0.2741,1.0988,94.5899
2017-10-07,1.268,0.1322,2.4039,1.2497,95.2936,,,
2017-10-14,0.9388,-0.1524,2.03,1.2584,95.3122,,,
2017-10-21,1.2559,0.1505,2.3613,1.2654,95.337,,,
2017-10-28,0.8059,-0.3041,1.9159,1.2621,95.3529,,,
2017-11-07,1.1474,0.071,2.2239,1.2751,95.3756,,,
2017-11-14,1.5185,0.4292,2.6078,1.3107,95.4056,,,
2017-11-21,2.4385,1.3017,3.5754,1.3636,95.4535,,,
2017-11-28,2.4393,1.3251,3.5535,1.4359,95.5014,,,
2017-12-07,2.9397,1.8199,4.0595,1.4956,95.5591,,,
2017-12-14,1.9561,0.8401,3.0721,1.5358,95.5977,,,
2017-12-21,2.2939,1.1902,3.3975,1.607,95.6429,,,
2017-12-28,2.3792,1.2663,3.4922,1.6561,95.6898,3.1225,0.8742,94.6547
2018-01-07,3.2041,2.0778,4.3304,1.7108,95.7527,,,
2018-01-14,2.3414,1.2405,3.4423,1.7743,95.7989,,,
2018-01-21,2.8637,1.7543,3.9732,1.8417,95.8552,,,
2018-01-28,2.6482,1.5666,3.7297,1.9077,95.9075,,,
2018-02-07,2.716,1.5737,3.8583,1.95,95.961,,,
2018-02-14,2.7421,1.6124,3.8717,1.9659,96.0151,,,
2018-02-21,2.913,1.8195,4.0064,1.9834,96.0726,,,
2018-02-28,2.587,1.4447,3.7292,1.9828,96.1238,,,
2018-03-07,2.8205,1.7088,3.9323,1.9725,96.1795,,,
2018-03-14,3.0677,1.9699,4.1654,1.9769,96.2401,,,
2018-03-21,2.9288,1.8459,4.0118,1.9757,96.298,,,
2018-03-28,2.7253,1.6034,3.8471,1.9765,96.352,3.1195,1.5989,95.3851
2018-04-07,3.8972,2.8183,4.9761,2.0103,96.4288,,,
2018-04-14,3.1087,1.9924,4.225,2.0242,96.4903,,,
2018-04-21,2.9502,1.8228,4.0776,2.0389,96.5488,,,
2018-04-28,3.2904,2.1615,4.4193,2.0508,96.614,,,
2018-05-07,3.3383,2.2019,4.4747,2.07,96.6801,,,
2018-05-14,4.001,2.8741,5.128,2.1152,96.7592,,,
2018-05-21,4.0732,2.9461,5.2003,2.1547,96.8397,,,
2018-05-28,4.29,3.1493,5.4307,2.1882,96.9246,,,
2018-06-07,4.5916,3.5124,5.6708,2.2469,97.0153,,,
2018-06-14,3.4865,2.3475,4.6256,2.2969,97.0846,,,
2018-06-21,3.3677,2.2479,4.4875,2.3387,97.1516,,,
2018-06-28,3.6606,2.5362,4.785,2.3815,97.2245,4.2161,1.9489,96.1204
2018-07-07,4.4235,3.3385,5.5085,2.4438,97.3122,,,
2018-07-14,3.0974,1.9841,4.2106,2.4582,97.3741,,,
2018-07-21,2.5397,1.4202,3.6592,2.4801,97.425,,,
2018-07-28,3.169,2.0517,4.2863,2.5287,97.4884,,,
2018-08-07,3.682,2.6074,4.7566,2.5864,97.5619,,,
2018-08-14,3.2703,2.1832,4.3575,2.6278,97.6273,,,
2018-08-21,2.3211,1.1858,3.4564,2.6582,97.674,,,
2018-08-28,1.897,0.8124,2.9817,2.6616,97.7123,,,
2018-09-07,2.8889,1.7481,4.0297,2.6866,97.7703,,,
2018-09-14,1.6551,0.5701,2.7401,2.6956,97.8037,,,
2018-09-21,1.7045,0.5914,2.8175,2.7124,97.8382,,,
2018-09-28,2.2257,1.146,3.3055,2.7443,97.8831,1.4979,2.6726,97.1179
2018-10-07,2.2683,1.1317,3.405,2.7653,97.9288,,,
2018-10-14,2.3496,1.2354,3.4638,2.795,97.9762,,,
2018-10-21,3.3243,2.2347,4.4139,2.8384,98.043,,,
2018-10-28,3.0183,1.9383,4.0983,2.8849,98.1038,,,
2018-11-07,3.1074,2.0041,4.2106,2.9261,98.1664,,,
2018-11-14,2.7888,1.6762,3.9014,2.9528,98.2227,,,
2018-11-21,3.0528,1.9243,4.1813,2.9656,98.2842,,,
2018-11-28,2.7689,1.6892,3.8485,2.9725,98.3402,,,
2018-12-07,2.9372,1.8274,4.047,2.9724,98.3995,,,
2018-12-14,2.8174,1.7135,3.9213,2.9905,98.4565,,,
2018-12-21,4.0853,3.0046,5.166,3.0278,98.5387,,,
2018-12-28,4.7475,3.6602,5.8349,3.0769,98.634,4.957,2.9844,97.4796
2019-01-07,4.002,2.8981,5.1059,3.0935,98.7147,,,
2019-01-14,3.4259,2.32,4.5319,3.1161,98.7841,,,
2019-01-21,2.4684,1.3701,3.5668,3.1078,98.8343,,,
2019-01-28,1.8655,0.781,2.9499,3.0914,98.8723,,,
2019-02-07,0.8748,-0.2218,1.9713,3.0525,98.8903,,,
2019-02-14,1.4935,0.3555,2.6315,3.0263,98.9208,,,
2019-02-21,1.1089,-0.0188,2.2366,2.9883,98.9436,,,
2019-02-28,1.247,0.1061,2.3879,2.9601,98.9691,,,
2019-03-07,2.3976,1.2592,3.5361,2.9512,99.018,,,
2019-03-14,2.7188,1.5937,3.8439,2.944,99.0734,,,
2019-03-21,1.9012,0.7866,3.0159,2.9224,99.1123,,,
2019-03-28,1.4732,0.3861,2.5603,2.8961,99.1425,1.1469,3.4394,98.6658
2019-04-07,0.5593,-0.559,1.6776,2.8261,99.154,,,
2019-04-14,0.1527,-0.9589,1.2642,2.7638,99.1571,,,
2019-04-21,1.297,0.1706,2.4234,2.7291,99.1838,,,
2019-04-28,1.6636,0.5859,2.7413,2.6952,99.2179,,,
2019-05-07,0.9451,-0.1639,2.0541,2.645,99.2373,,,
2019-05-14,1.441,0.3407,2.5412,2.5917,99.2669,,,
2019-05-21,1.9118,0.7695,3.0541,2.5468,99.3061,,,
2019-05-28,1.282,0.1805,2.3834,2.4843,99.3324,,,
2019-06-07,1.2794,0.1623,2.3965,2.4156,99.3588,,,
2019-06-14,1.4105,0.2908,2.5301,2.3723,99.3878,,,
2019-06-21,1.6375,0.5192,2.7558,2.3363,99.4214,,,
2019-06-28,2.0693,0.9937,3.145,2.3033,99.4638,2.8486,2.9411,98.9475
2019-07-07,2.2711,1.1294,3.4128,2.2589,99.5104,,,
2019-07-14,2.1588,1.0329,3.2847,2.2394,99.5547,,,
2019-07-21,3.4879,2.4099,4.5659,2.259,99.6259,,,
2019-07-28,3.0779,1.968,4.1877,2.2571,99.6888,,,
2019-08-07,1.8208,0.6943,2.9474,2.2185,99.7263,,,
2019-08-14,1.2199,0.0876,2.3523,2.1758,99.7515,,,
2019-08-21,1.0267,-0.0807,2.134,2.1487,99.7727,,,
2019-08-28,1.5461,0.4328,2.6594,2.1414,99.8046,,,
2019-09-07,0.7021,-0.4066,1.8108,2.0956,99.8192,,,
2019-09-14,0.0419,-1.0532,1.137,2.0616,99.8201,,,
2019-09-21,0.0854,-1.0409,1.2117,2.0275,99.8218,,,
2019-09-28,0.6099,-0.5075,1.7273,1.9936,99.8345,1.4338,2.6018,99.6447
2019-10-07,1.1083,-0.0651,2.2816,1.9694,99.8574,,,
2019-10-14,0.9146,-0.2006,2.0299,1.9394,99.8764,,,
2019-10-21,0.4435,-0.7216,1.6087,1.8793,99.8856,,,
2019-10-28,1.7486,0.5837,2.9135,1.853,99.9216,,,
2019-11-07,1.8567,0.6941,3.0193,1.8271,99.96,,,
2019-11-14,1.7392,0.5873,2.8912,1.8053,99.9959,,,
2019-11-21,1.904,0.7364,3.0715,1.7815,100.0352,,,
2019-11-28,1.3033,0.0689,2.5376,1.7511,100.0622,,,
2019-12-07,1.3422,0.0942,2.5902,1.7179,100.09,,,
2019-12-14,1.5043,0.2504,2.7582,1.6907,100.1211,,,
2019-12-21,0.9756,-0.2508,2.2021,1.6264,100.1414,,,
2019-12-28,0.7935,-0.4841,2.071,1.5449,100.1579,1.0564,2.5856,100
2020-01-07,1.0933,-0.1948,2.3814,1.4849,100.1806,,,
2020-01-14,0.1624,-1.1044,1.4292,1.4171,100.184,,,
2020-01-21,0.8879,-0.4399,2.2158,1.3843,100.2024,,,
2020-01-28,0.7428,-0.565,2.0506,1.3609,100.2179,,,
2020-02-07,0.3969,-0.9616,1.7555,1.3508,100.2261,,,
2020-02-14,-0.0355,-1.3963,1.3253,1.3188,100.2254,,,
2020-02-21,0.6671,-0.6929,2.027,1.3095,100.2393,,,
2020-02-28,-0.6643,-2.0444,0.7157,1.2693,100.2254,,,
2020-03-07,-3.6737,-5.0571,-2.2903,1.1405,100.1473,,,
2020-03-14,-10.0917,-11.4766,-8.7068,0.8604,99.9258,,,
2020-03-21,-18.7738,-20.1746,-17.373,0.386,99.4948,,,
2020-03-28,-24.6827,-26.0909,-23.2745,-0.2338,98.9107,-24.0228,1.6189,100.2631
2020-04-07,-24.8255,-26.2666,-23.3845,-0.8349,98.3262,,,
2020-04-14,-18.5158,-19.9441,-17.0875,-1.2593,97.9085,,,
2020-04-21,-10.6348,-12.0808,-9.1887,-1.5165,97.6797,,,
2020-04-28,-3.8051,-5.2244,-2.3858,-1.6298,97.6008,,,
2020-05-07,-0.3822,-1.8159,1.0515,-1.6569,97.593,,,
2020-05-14,0.9777,-0.4374,2.3929,-1.6663,97.6128,,,
2020-05-21,1.5861,0.1807,2.9915,-1.6729,97.6448,,,
2020-05-28,2.492,1.0556,3.9284,-1.6485,97.6949,,,
2020-06-07,3.2016,1.8164,4.5867,-1.61,97.7591,,,
2020-06-14,3.3928,1.9929,4.7926,-1.5703,97.8271,,,
2020-06-21,4.4666,3.061,5.8722,-1.5139,97.9162,,,
2020-06-28,5.6558,4.2697,7.0419,-1.443,98.0286,6.6859,-5.3965,93.6078
2020-07-07,8.1213,6.766,9.4765,-1.3286,98.1883,,,
2020-07-14,8.9602,7.6294,10.2911,-1.1959,98.3642,,,
2020-07-21,10.9066,9.5796,12.2336,-1.053,98.5768,,,
2020-07-28,12.125,10.8417,13.4083,-0.8792,98.8123,,,
2020-08-07,12.5632,11.2532,13.8732,-0.6716,99.0566,,,
2020-08-14,13.3267,12.0489,14.6045,-0.4372,99.3154,,,
2020-08-21,13.1397,11.8693,14.4101,-0.2017,99.5715,,,
2020-08-28,12.8976,11.6689,14.1264,0.0192,99.8238,,,
2020-09-07,12.1657,10.9568,13.3745,0.2444,100.0631,,,
2020-09-14,10.7337,9.5165,11.9509,0.4569,100.2761,,,
2020-09-21,8.9596,7.7818,10.1375,0.635,100.4557,,,
2020-09-28,7.5147,6.32,8.7094,0.7744,100.6076,6.9185,-4.5262,95.1346
2020-10-07,5.4857,4.3356,6.6358,0.8635,100.7196,,,
2020-10-14,2.5474,1.3703,3.7246,0.8972,100.7725,,,
2020-10-21,2.2837,1.1468,3.4205,0.9354,100.8199,,,
2020-10-28,1.4818,0.3168,2.6468,0.9299,100.8508,,,
2020-11-07,1.4064,0.2577,2.5551,0.9206,100.8801,,,
2020-11-14,1.3416,0.1715,2.5118,0.9123,100.9082,,,
2020-11-21,0.9985,-0.144,2.141,0.8936,100.9291,,,
2020-11-28,1.2223,0.0761,2.3685,0.8919,100.9546,,,
2020-12-07,0.3752,-0.7268,1.4772,0.8717,100.9625,,,
2020-12-14,0.6802,-0.4734,1.8337,0.8546,100.9767,,,
2020-12-21,1.3795,0.2305,2.5286,0.863,101.0056,,,
2020-12-28,2.1063,0.9923,3.2202,0.8902,101.0495,1.6599,-3.2609,96.7391
2021-01-07,1.6067,0.4808,2.7326,0.9008,101.083,,,
2021-01-14,1.3,0.219,2.381,0.9246,101.1102,,,
2021-01-21,1.8011,0.6547,2.9474,0.9435,101.1478,,,
2021-01-28,1.3294,0.2184,2.4405,0.9557,101.1757,,,
2021-02-07,1.5436,0.4129,2.6743,0.9796,101.208,,,
2021-02-14,1.2919,0.1848,2.399,1.0074,101.2351,,,
2021-02-21,0.8428,-0.2644,1.9501,1.0111,101.2528,,,
2021-02-28,0.8854,-0.2366,2.0074,1.0436,101.2714,,,
2021-03-07,0.8073,-0.3252,1.9398,1.1394,101.2883,,,
2021-03-14,0.6004,-0.5065,1.7072,1.3762,101.301,,,
2021-03-21,0.34,-0.7791,1.459,1.8225,101.3081,,,
2021-03-28,0.8375,-0.2876,1.9626,2.4416,101.3257,1.679,-3.1169,97.138
2021-04-07,1.8415,0.7194,2.9635,3.0898,101.3643,,,
2021-04-14,1.4709,0.381,2.5608,3.5611,101.3951,,,
2021-04-21,0.7342,-0.4024,1.8708,3.8195,101.4106,,,
2021-04-28,0.2878,-0.7941,1.3697,3.9096,101.4166,,,
2021-05-07,0.5288,-0.6101,1.6676,3.9293,101.4278,,,
2021-05-14,0.6284,-0.4827,1.7395,3.9218,101.441,,,
2021-05-21,0.1083,-1.0023,1.219,3.8901,101.4433,,,
2021-05-28,0.4032,-0.7002,1.5066,3.8455,101.4518,,,
2021-06-07,0.4671,-0.6438,1.5779,3.7874,101.4617,,,
2021-06-14,0.7482,-0.3888,1.8853,3.7314,101.4774,,,
2021-06-21,0.7461,-0.3752,1.8675,3.653,101.4931,,,
2021-06-28,0.0025,-1.0972,1.1022,3.5343,101.4932,1.2657,4.2042,97.5432
2021-07-07,0.9576,-0.1355,2.0506,3.3864,101.5133,,,
2021-07-14,1.7353,0.6319,2.8386,3.2385,101.5497,,,
2021-07-21,1.6442,0.5057,2.7827,3.0509,101.5842,,,
2021-07-28,2.4017,1.3015,3.5019,2.8561,101.6345,,,
2021-08-07,2.6744,1.5442,3.8046,2.6589,101.6904,,,
2021-08-14,1.8434,0.7493,2.9375,2.4303,101.7291,,,
2021-08-21,2.1742,1.0899,3.2585,2.2127,101.7747,,,
2021-08-28,1.3699,0.2476,2.4921,1.9833,101.8036,,,
2021-09-07,1.1382,0.0366,2.2397,1.7633,101.8276,,,
2021-09-14,1.4015,0.2747,2.5282,1.5766,101.8571,,,
2021-09-21,2.0854,0.9734,3.1974,1.4387,101.9009,,,
2021-09-28,1.4876,0.3664,2.6089,1.3167,101.9323,0.3575,2.8547,97.8504
2021-10-07,1.5482,0.414,2.6824,1.2364,101.9649,,,
2021-10-14,2.1247,1.022,3.2274,1.2277,102.0096,,,
2021-10-21,1.96,0.8281,3.0919,1.221,102.0509,,,
2021-10-28,0.8143,-0.2942,1.9228,1.2071,102.0681,,,
2021-11-07,1.3744,0.2376,2.5111,1.2064,102.0972,,,
2021-11-14,1.6616,0.5299,2.7932,1.2131,102.1322,,,
2021-11-21,2.0687,0.93,3.2075,1.2353,102.1758,,,
2021-11-28,1.8581,0.7235,2.9926,1.2485,102.215,,,
2021-12-07,2.3836,1.266,3.5012,1.2903,102.2652,,,
2021-12-14,2.2348,1.1085,3.3611,1.3227,102.3123,,,
2021-12-21,2.0436,0.9341,3.1531,1.3364,102.3555,,,
2021-12-28,1.8126,0.7356,2.8897,1.3304,102.3938,2.5381,1.2391,97.9377
2022-01-07,2.9372,1.8321,4.0423,1.3578,102.4556,,,
2022-01-14,3.0427,1.9345,4.151,1.3939,102.5196,,,
2022-01-21,1.3397,0.2364,2.4431,1.3843,102.548,,,
2022-01-28,1.0216,-0.1028,2.146,1.3779,102.5697,,,
2022-02-07,1.4279,0.2895,2.5664,1.3755,102.6,,,
2022-02-14,0.9935,-0.1241,2.1111,1.3692,102.6212,,,
2022-02-21,0.5235,-0.6185,1.6654,1.3625,102.6323,,,
2022-02-28,0.1631,-0.9546,1.2809,1.3473,102.6358,,,
2022-03-07,0.4878,-0.6483,1.6239,1.3406,102.6462,,,
2022-03-14,0.265,-0.8337,1.3636,1.3336,102.6519,,,
2022-03-21,0.3644,-0.7632,1.492,1.3341,102.6597,,,
2022-03-28,0.3747,-0.7357,1.4851,1.3244,102.6677,-0.128,1.457,98.5533
2022-04-07,0.3701,-0.7717,1.5119,1.2937,102.6756,,,
2022-04-14,0.1562,-0.9669,1.2793,1.2662,102.6789,,,
2022-04-21,-0.1655,-1.2706,0.9395,1.2472,102.6754,,,
2022-04-28,0.8425,-0.2832,1.9683,1.2589,102.6933,,,
